"gear","area","target","id_q","id_sub","value","range.lwr","range.upr","unit_range","id_I","text","score_obs","description","event_code","short_description","uncertainty","min","max","value.norm","unc.norm"
NA,NA,"perch",2,"a",NA,NA,NA,NA,7,"I probably go fishing anyway, it's the wind that matters, I probably try anyway (=5? or =4?)","4.5","Heatwave in the winter season","hww","go_fishing",2,1,5,NA,NA
NA,NA,"not_specified",2,"b",2,NA,NA,NA,7,"I don't go because the fish won't keep as well, I don't fish for herring at all, in that case I fish for perch, 2","2","Heatwave in the summer season","hws","go_fishing",2,1,5,0.25,0.25
NA,NA,"herring",2,"b",1,NA,NA,NA,7,"I don't go because the fish won't keep as well, I don't fish for herring at all, in that case I fish for perch, 2","2","Heatwave in the summer season","hws","go_fishing",2,1,5,0,0.25
NA,NA,"perch",2,"b",2,NA,NA,NA,7,"I don't go because the fish won't keep as well, I don't fish for herring at all, in that case I fish for perch, 2","2","Heatwave in the summer season","hws","go_fishing",2,1,5,0.25,0.25
NA,NA,"not_specified",2,"c",-999,NA,NA,NA,7,"I am not on the lake at that time of year when there is a risk of icing (because the ice forms so early",NA,"Severe icing (in the winter season)","ici","go_fishing",2,1,5,NA,NA
NA,NA,"herring",2,"c",NA,NA,NA,NA,7,"I am not on the lake at that time of year when there is a risk of icing (because the ice forms so early",NA,"Severe icing (in the winter season)","ici","go_fishing",2,1,5,NA,NA
NA,NA,"perch",2,"c",NA,NA,NA,NA,7,"I am not on the lake at that time of year when there is a risk of icing (because the ice forms so early",NA,"Severe icing (in the winter season)","ici","go_fishing",2,1,5,NA,NA
NA,NA,"not_specified",2,"d",-998,NA,NA,NA,7,"I have not experienced it, but it probably has an impact, so then I don't fish",NA,"Algal bloom (in the summer season)","abl","go_fishing",2,1,5,NA,NA
NA,NA,"herring",2,"d",NA,NA,NA,NA,7,"I have not experienced it, but it probably has an impact, so then I don't fish",NA,"Algal bloom (in the summer season)","abl","go_fishing",2,1,5,NA,NA
NA,NA,"perch",2,"d",NA,NA,NA,NA,7,"I have not experienced it, but it probably has an impact, so then I don't fish",NA,"Algal bloom (in the summer season)","abl","go_fishing",2,1,5,NA,NA
NA,NA,"not_specified",2,"e",4,NA,NA,NA,7,"then I fish anyway ",NA,"Extreme cloudburst (in the summer season)","erf","go_fishing",2,1,5,0.75,0.25
NA,NA,"herring",2,"e",NA,NA,NA,NA,7,"then I fish anyway ",NA,"Extreme cloudburst (in the summer season)","erf","go_fishing",2,1,5,NA,NA
NA,NA,"perch",2,"e",NA,NA,NA,NA,7,"then I fish anyway ",NA,"Extreme cloudburst (in the summer season)","erf","go_fishing",2,1,5,NA,NA
NA,NA,"not_specified",2,"f",3,NA,NA,NA,7,"depends on the wind direction, if it's N then it's from the outside so then it's difficult, if it's S or SW, in gale force winds I don't fish anyway because there's a strong current in the lake so you get crap in your nets, but I do go out in gale force winds sometimes , depends on the wind direction",NA,"Gale","gal","go_fishing",2,1,5,0.5,0.25
NA,NA,"herring",2,"f",NA,NA,NA,NA,7,"depends on the wind direction, if it's N then it's from the outside so then it's difficult, if it's S or SW, in gale force winds I don't fish anyway because there's a strong current in the lake so you get crap in your nets, but I do go out in gale force winds sometimes , depends on the wind direction",NA,"Gale","gal","go_fishing",2,1,5,NA,NA
NA,NA,"perch",2,"f",NA,NA,NA,NA,7,"depends on the wind direction, if it's N then it's from the outside so then it's difficult, if it's S or SW, in gale force winds I don't fish anyway because there's a strong current in the lake so you get crap in your nets, but I do go out in gale force winds sometimes , depends on the wind direction",NA,"Gale","gal","go_fishing",2,1,5,NA,NA
NA,NA,"not_specified",2,"g",1,NA,NA,NA,7,"1","1","Storm","sto","go_fishing",2,1,5,0,0.25
NA,NA,"herring",2,"g",NA,NA,NA,NA,7,"1","1","Storm","sto","go_fishing",2,1,5,NA,NA
NA,NA,"perch",2,"g",NA,NA,NA,NA,7,"1","1","Storm","sto","go_fishing",2,1,5,NA,NA
NA,NA,"not_specified",3,"a",-999,NA,NA,NA,7,"difficult to say, haven't experienced it that much, am more limited when it's windy because seaweed gets caught in the nets (enough if it's gale force), f. fishing gets much worse ",NA,"Heatwave in the winter season","hww","catchability",2,1,5,NA,NA
NA,NA,"herring",3,"a",NA,NA,NA,NA,7,"difficult to say, haven't experienced it that much, am more limited when it's windy because seaweed gets caught in the nets (enough if it's gale force), f. fishing gets much worse ",NA,"Heatwave in the winter season","hww","catchability",2,1,5,NA,NA
NA,NA,"perch",3,"a",NA,NA,NA,NA,7,"difficult to say, haven't experienced it that much, am more limited when it's windy because seaweed gets caught in the nets (enough if it's gale force), f. fishing gets much worse ",NA,"Heatwave in the winter season","hww","catchability",2,1,5,NA,NA
NA,NA,"not_specified",3,"b",NA,NA,NA,NA,7,"not when it comes to perch, but herring is much more sensitive to heat, so it gets much worse",NA,"Heatwave in the summer season","hws","catchability",2,1,5,NA,NA
NA,NA,"herring",3,"b",1,NA,NA,NA,7,"not when it comes to perch, but herring is much more sensitive to heat, so it gets much worse",NA,"Heatwave in the summer season","hws","catchability",2,1,5,0,0.25
NA,NA,"perch",3,"b",3,NA,NA,NA,7,"not when it comes to perch, but herring is much more sensitive to heat, so it gets much worse",NA,"Heatwave in the summer season","hws","catchability",2,1,5,0.5,0.25
NA,NA,"not_specified",3,"c",-999,NA,NA,NA,7,"We don't ask about that",NA,"Severe icing (in the winter season)","ici","catchability",2,1,5,NA,NA
NA,NA,"herring",3,"c",NA,NA,NA,NA,7,"We don't ask about that",NA,"Severe icing (in the winter season)","ici","catchability",2,1,5,NA,NA
NA,NA,"perch",3,"c",NA,NA,NA,NA,7,"We don't ask about that",NA,"Severe icing (in the winter season)","ici","catchability",2,1,5,NA,NA
NA,NA,"not_specified",3,"d",-998,NA,NA,NA,7,"No, I've only heard that fishing gets worse; I've seen some green filamentous algae on the surface this year (I've seen a little in previous years; it never stays on the surface)",NA,"Algal bloom (in the summer season)","abl","catchability",2,1,5,NA,NA
NA,NA,"herring",3,"d",NA,NA,NA,NA,7,"No, I've only heard that fishing gets worse; I've seen some green filamentous algae on the surface this year (I've seen a little in previous years; it never stays on the surface)",NA,"Algal bloom (in the summer season)","abl","catchability",2,1,5,NA,NA
NA,NA,"perch",3,"d",NA,NA,NA,NA,7,"No, I've only heard that fishing gets worse; I've seen some green filamentous algae on the surface this year (I've seen a little in previous years; it never stays on the surface)",NA,"Algal bloom (in the summer season)","abl","catchability",2,1,5,NA,NA
NA,NA,"not_specified",3,"e",3,NA,NA,NA,7,"3","3","Extreme cloudburst (in the summer season)","erf","catchability",2,1,5,0.5,0.25
NA,NA,"herring",3,"e",NA,NA,NA,NA,7,"3","3","Extreme cloudburst (in the summer season)","erf","catchability",2,1,5,NA,NA
NA,NA,"perch",3,"e",NA,NA,NA,NA,7,"3","3","Extreme cloudburst (in the summer season)","erf","catchability",2,1,5,NA,NA
NA,NA,"not_specified",3,"f",1,NA,NA,NA,7,"1","1","Gale","gal","catchability",2,1,5,0,0.25
NA,NA,"herring",3,"f",NA,NA,NA,NA,7,"1","1","Gale","gal","catchability",2,1,5,NA,NA
NA,NA,"perch",3,"f",NA,NA,NA,NA,7,"1","1","Gale","gal","catchability",2,1,5,NA,NA
NA,NA,"not_specified",3,"g",1,NA,NA,NA,7,"1","1","Storm","sto","catchability",2,1,5,0,0.25
NA,NA,"herring",3,"g",NA,NA,NA,NA,7,"1","1","Storm","sto","catchability",2,1,5,NA,NA
NA,NA,"perch",3,"g",NA,NA,NA,NA,7,"1","1","Storm","sto","catchability",2,1,5,NA,NA
NA,NA,NA,4,"a",-999,NA,NA,NA,7,"difficult to answer",NA,"Heatwave in the winter season","hww","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,4,"b",2,NA,NA,NA,7,"herring are fished a little further out, and perch closer in; always fish in different places, so the composition is not affected in each place","M","Heatwave in the summer season","hws","catch_assemblage",2,1,5,0.25,0.25
NA,NA,NA,4,"c",-999,NA,NA,NA,7,"We skip this one",NA,"Severe icing (in the winter season)","ici","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,4,"d",-999,NA,NA,NA,7,"Haven't experienced it, but heard that it affects fishing ",NA,"Algal bloom (in the summer season)","abl","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,4,"e",1,NA,NA,NA,7,"1","1","Extreme cloudburst (in the summer season)","erf","catch_assemblage",2,1,5,0,0.25
NA,NA,NA,4,"f",-998,NA,NA,NA,7,"Yes, I think it affects the composition;  seaweed gets caught in the nets and creates currents; can't say if other species are affected",NA,"Gale","gal","catch_assemblage",2,1,5,NA,NA
NA,NA,NA,4,"g",-998,NA,NA,NA,7,"Yes, I think it affects the composition; seaweed gets caught in the nets and creates currents; can't say if other species are affected",NA,"Storm","sto","catch_assemblage",2,1,5,NA,NA
NA,NA,"not_specified",5,"a",3,NA,NA,NA,7,"3","3","Heatwave in the winter season","hww","catch_condition",2,1,5,0.5,0.25
NA,NA,"salmon",5,"a",NA,NA,NA,NA,7,"3","3","Heatwave in the winter season","hww","catch_condition",2,1,5,NA,NA
NA,NA,"whitefish",5,"a",NA,NA,NA,NA,7,"3","3","Heatwave in the winter season","hww","catch_condition",2,1,5,NA,NA
NA,NA,"herring",5,"a",NA,NA,NA,NA,7,"3","3","Heatwave in the winter season","hww","catch_condition",2,1,5,NA,NA
NA,NA,"not_specified",5,"b",2,NA,NA,NA,7,"Yes, the warmer it is, the shorter the shelf life of the fish, especially if it is fatty fish (herring, salmon, and whitefish), which is in the summer; herring is particularly sensitive 1","M","Heatwave in the summer season","hws","catch_condition",2,1,5,0.25,0.25
NA,NA,"salmon",5,"b",1.5,NA,NA,NA,7,"Yes, the warmer it is, the shorter the shelf life of the fish, especially if it is fatty fish (herring, salmon, and whitefish), which is in the summer; herring is particularly sensitive 1","M","Heatwave in the summer season","hws","catch_condition",2,1,5,0.12,0.25
NA,NA,"whitefish",5,"b",1.5,NA,NA,NA,7,"Yes, the warmer it is, the shorter the shelf life of the fish, especially if it is fatty fish (herring, salmon, and whitefish), which is in the summer; herring is particularly sensitive 1","M","Heatwave in the summer season","hws","catch_condition",2,1,5,0.12,0.25
NA,NA,"herring",5,"b",1,NA,NA,NA,7,"Yes, the warmer it is, the shorter the shelf life of the fish, especially if it is fatty fish (herring, salmon, and whitefish), which is in the summer; herring is particularly sensitive 1","M","Heatwave in the summer season","hws","catch_condition",2,1,5,0,0.25
NA,NA,"not_specified",5,"c",-999,NA,NA,NA,7,"Not asked",NA,"Severe icing (in the winter season)","ici","catch_condition",2,1,5,NA,NA
NA,NA,"salmon",5,"c",NA,NA,NA,NA,7,"Not asked",NA,"Severe icing (in the winter season)","ici","catch_condition",2,1,5,NA,NA
NA,NA,"whitefish",5,"c",NA,NA,NA,NA,7,"Not asked",NA,"Severe icing (in the winter season)","ici","catch_condition",2,1,5,NA,NA
NA,NA,"herring",5,"c",NA,NA,NA,NA,7,"Not asked",NA,"Severe icing (in the winter season)","ici","catch_condition",2,1,5,NA,NA
NA,NA,"not_specified",5,"d",-999,NA,NA,NA,7,"Cannot answer",NA,"Algal bloom (in the summer season)","abl","catch_condition",2,1,5,NA,NA
NA,NA,"salmon",5,"d",NA,NA,NA,NA,7,"Cannot answer",NA,"Algal bloom (in the summer season)","abl","catch_condition",2,1,5,NA,NA
NA,NA,"whitefish",5,"d",NA,NA,NA,NA,7,"Cannot answer",NA,"Algal bloom (in the summer season)","abl","catch_condition",2,1,5,NA,NA
NA,NA,"herring",5,"d",NA,NA,NA,NA,7,"Cannot answer",NA,"Algal bloom (in the summer season)","abl","catch_condition",2,1,5,NA,NA
NA,NA,"not_specified",5,"e",3,NA,NA,NA,7,"3","3","Extreme cloudburst (in the summer season)","erf","catch_condition",2,1,5,0.5,0.25
NA,NA,"salmon",5,"e",NA,NA,NA,NA,7,"3","3","Extreme cloudburst (in the summer season)","erf","catch_condition",2,1,5,NA,NA
NA,NA,"whitefish",5,"e",NA,NA,NA,NA,7,"3","3","Extreme cloudburst (in the summer season)","erf","catch_condition",2,1,5,NA,NA
NA,NA,"herring",5,"e",NA,NA,NA,NA,7,"3","3","Extreme cloudburst (in the summer season)","erf","catch_condition",2,1,5,NA,NA
NA,NA,"not_specified",5,"f",3,NA,NA,NA,7,"No, I don't think it's the quality, it's probably the catch volume 3","3","Gale","gal","catch_condition",2,1,5,0.5,0.25
NA,NA,"salmon",5,"f",NA,NA,NA,NA,7,"No, I don't think it's the quality, it's probably the catch volume 3","3","Gale","gal","catch_condition",2,1,5,NA,NA
NA,NA,"whitefish",5,"f",NA,NA,NA,NA,7,"No, I don't think it's the quality, it's probably the catch volume 3","3","Gale","gal","catch_condition",2,1,5,NA,NA
NA,NA,"herring",5,"f",NA,NA,NA,NA,7,"No, I don't think it's the quality, it's probably the catch volume 3","3","Gale","gal","catch_condition",2,1,5,NA,NA
NA,NA,"not_specified",5,"g",3,NA,NA,NA,7,"3","3","Storm","sto","catch_condition",2,1,5,0.5,0.25
NA,NA,"salmon",5,"g",NA,NA,NA,NA,7,"3","3","Storm","sto","catch_condition",2,1,5,NA,NA
NA,NA,"whitefish",5,"g",NA,NA,NA,NA,7,"3","3","Storm","sto","catch_condition",2,1,5,NA,NA
NA,NA,"herring",5,"g",NA,NA,NA,NA,7,"3","3","Storm","sto","catch_condition",2,1,5,NA,NA
NA,NA,NA,6,"a",-999,NA,NA,NA,7,NA,NA,"Heatwave in the winter season","hww","cope_condition",2,1,5,NA,NA
NA,NA,NA,6,"b",3,NA,NA,NA,7,"Yes, a little (3), I can fish more often, for perch you can keep the nets in for shorter periods, the fish freeze as soon as I get in","3","Heatwave in the summer season","hws","cope_condition",2,1,5,0.5,0.25
NA,NA,NA,6,"c",-999,NA,NA,NA,7,NA,NA,"Severe icing (in the winter season)","ici","cope_condition",2,1,5,NA,NA
NA,NA,NA,6,"d",-999,NA,NA,NA,7,NA,NA,"Algal bloom (in the summer season)","abl","cope_condition",2,1,5,NA,NA
NA,NA,NA,6,"e",-999,NA,NA,NA,7,NA,NA,"Extreme cloudburst (in the summer season)","erf","cope_condition",2,1,5,NA,NA
NA,NA,NA,6,"f",-999,NA,NA,NA,7,NA,NA,"Gale","gal","cope_condition",2,1,5,NA,NA
NA,NA,NA,6,"g",-999,NA,NA,NA,7,NA,NA,"Storm","sto","cope_condition",2,1,5,NA,NA
NA,NA,NA,7,"a",-999,NA,NA,NA,7,NA,NA,"Heatwave in the winter season","hww","lag_effect",2,1,5,NA,NA
NA,NA,NA,7,"b",-999,NA,NA,NA,7,NA,NA,"Heatwave in the summer season","hws","lag_effect",2,1,5,NA,NA
NA,NA,NA,7,"c",-999,NA,NA,NA,7,NA,NA,"Severe icing (in the winter season)","ici","lag_effect",2,1,5,NA,NA
NA,NA,NA,7,"d",-999,NA,NA,NA,7,NA,NA,"Algal bloom (in the summer season)","abl","lag_effect",2,1,5,NA,NA
NA,NA,NA,7,"e",-999,NA,NA,NA,7,NA,NA,"Extreme cloudburst (in the summer season)","erf","lag_effect",2,1,5,NA,NA
NA,NA,NA,7,"f",3.5,NA,NA,NA,7,NA,NA,"Gale","gal","lag_effect",2,1,5,0.62,0.25
NA,NA,NA,7,"g",3.5,NA,NA,NA,7,NA,NA,"Storm","sto","lag_effect",2,1,5,0.62,0.25
"not_specified",NA,NA,9,"a",NA,NA,NA,NA,7,"if the ice becomes unsafe, there is a risk of falling into the water, which can be life-threatening; if you have equipment in the lake, you want to be able to access it, 2","2","Heatwave in the winter season","hww","personal_safety",2,0,2,NA,NA
"icefishing",NA,NA,9,"a",2,NA,NA,NA,7,"if the ice becomes unsafe, there is a risk of falling into the water, which can be life-threatening; if you have equipment in the lake, you want to be able to access it, 2","2","Heatwave in the winter season","hww","personal_safety",2,0,2,1,0.25
"not_specified",NA,NA,9,"b",0,NA,NA,NA,7,"0","0","Heatwave in the summer season","hws","personal_safety",2,0,2,0,0.25
"icefishing",NA,NA,9,"b",NA,NA,NA,NA,7,"0","0","Heatwave in the summer season","hws","personal_safety",2,0,2,NA,NA
"not_specified",NA,NA,9,"c",-999,NA,NA,NA,7,"not asked",NA,"Severe icing (in the winter season)","ici","personal_safety",2,0,2,NA,NA
"icefishing",NA,NA,9,"c",NA,NA,NA,NA,7,"not asked",NA,"Severe icing (in the winter season)","ici","personal_safety",2,0,2,NA,NA
"not_specified",NA,NA,9,"d",0,NA,NA,NA,7,"0","0","Algal bloom (in the summer season)","abl","personal_safety",2,0,2,0,0.25
"icefishing",NA,NA,9,"d",NA,NA,NA,NA,7,"0","0","Algal bloom (in the summer season)","abl","personal_safety",2,0,2,NA,NA
"not_specified",NA,NA,9,"e",0,NA,NA,NA,7,"0","0","Extreme cloudburst (in the summer season)","erf","personal_safety",2,0,2,0,0.25
"icefishing",NA,NA,9,"e",NA,NA,NA,NA,7,"0","0","Extreme cloudburst (in the summer season)","erf","personal_safety",2,0,2,NA,NA
"not_specified",NA,NA,9,"f",2,NA,NA,NA,7,"2","2","Gale","gal","personal_safety",2,0,2,1,0.25
"icefishing",NA,NA,9,"f",NA,NA,NA,NA,7,"2","2","Gale","gal","personal_safety",2,0,2,NA,NA
"not_specified",NA,NA,9,"g",2,NA,NA,NA,7,"2","2","Storm","sto","personal_safety",2,0,2,1,0.25
"icefishing",NA,NA,9,"g",NA,NA,NA,NA,7,"2","2","Storm","sto","personal_safety",2,0,2,NA,NA
NA,NA,NA,10,"a",0,NA,NA,NA,7,"0","0","Heatwave in the winter season","hww","damage",2,0,3,0,0.25
NA,NA,NA,10,"b",0,NA,NA,NA,7,"0","0","Heatwave in the summer season","hws","damage",2,0,3,0,0.25
NA,NA,NA,10,"c",-999,NA,NA,NA,7,"not asked",NA,"Severe icing (in the winter season)","ici","damage",2,0,3,NA,NA
NA,NA,NA,10,"d",1,NA,NA,NA,7,"Yes, it could be on the gear in the nets, getting clogged, so 1","1","Algal bloom (in the summer season)","abl","damage",2,0,3,0.33,0.25
NA,NA,NA,10,"e",1,NA,NA,NA,7,"0 , the boat could fill with water, but that would have to be extreme; if you have an open boat, it could happen","0","Extreme cloudburst (in the summer season)","erf","damage",2,0,3,0.33,0.25
NA,NA,NA,10,"f",1,NA,NA,NA,7,"On gear and on the boat; 1","1","Gale","gal","damage",2,0,3,0.33,0.25
NA,NA,NA,10,"g",2,NA,NA,NA,7,". 2, gear could be completely destroyed, such as salmon traps and so on","2","Storm","sto","damage",2,0,3,0.67,0.25
NA,NA,NA,13,"a",2,NA,NA,NA,7,"Yes, if there is no ice, I cannot fish, so I have to fish from a boat, but that is usually not very productive; 2","2","Heatwave in the winter season","hww","change_practices",2,0,2,1,0.25
NA,NA,NA,13,"b",1,NA,NA,NA,7,"1 changes how much perch I fish compared to herring","1","Heatwave in the summer season","hws","change_practices",2,0,2,0.5,0.25
NA,NA,NA,13,"c",-999,NA,NA,NA,7,"I don't know, I haven't experienced it (maybe I'll skip it then),",NA,"Severe icing (in the winter season)","ici","change_practices",2,0,2,NA,NA
NA,NA,NA,13,"d",-999,NA,NA,NA,7,NA,NA,"Algal bloom (in the summer season)","abl","change_practices",2,0,2,NA,NA
NA,NA,NA,13,"e",0,NA,NA,NA,7,"0","0","Extreme cloudburst (in the summer season)","erf","change_practices",2,0,2,0,0.25
NA,NA,NA,13,"f",1,NA,NA,NA,7,"Changes the fishing spot",NA,"Gale","gal","change_practices",2,0,2,0.5,0.25
NA,NA,NA,13,"g",2,NA,NA,NA,7,"2; Do you go out in a storm? It has happened that you make a mistake and go out, but you have to put the nets in a sheltered spot, you have your spots","2","Storm","sto","change_practices",2,0,2,1,0.25
NA,NA,NA,15,"a",1,NA,NA,NA,7,"1 (if the ice is not strong enough, it's pretty much the same, then you have to go very far),","1","Heatwave in the winter season","hww","avoidance",2,1,5,0,0.25
NA,NA,NA,15,"b",2,NA,NA,NA,7,"I don't know, but you can still fish for perch; the roach moves further out, and I can go a little further out, but I don't have a very big boat, so I can't go that far out, 2","2","Heatwave in the summer season","hws","avoidance",2,1,5,0.25,0.25
NA,NA,NA,15,"c",4,NA,NA,NA,7,"I think so , it depends on how it accumulates in certain places",NA,"Severe icing (in the winter season)","ici","avoidance",2,1,5,0.75,0.25
NA,NA,NA,15,"d",-999,NA,NA,NA,7,NA,NA,"Algal bloom (in the summer season)","abl","avoidance",2,1,5,NA,NA
NA,NA,NA,15,"e",1,NA,NA,NA,7,"1 (but it doesn't matter)","1","Extreme cloudburst (in the summer season)","erf","avoidance",2,1,5,0,0.25
NA,NA,NA,15,"f",4,NA,NA,NA,7,"4, depends on the wind direction, and sometimes the fishing spots don't match where it's sheltered.","4","Gale","gal","avoidance",2,1,5,0.75,0.25
NA,NA,NA,15,"g",4,NA,NA,NA,7,"same there, but you rarely fish in a storm if you know about it, but sometimes you have to go out as I said",NA,"Storm","sto","avoidance",2,1,5,0.75,0.25
NA,NA,NA,21,"a",1,NA,NA,NA,7,"1 no, I don't think about it much","1","Heatwave in the winter season","hww","stress",1,1,5,0,0
NA,NA,NA,21,"b",4,NA,NA,NA,7,"sometimes, when the weather is bad, windy, stormy, that's when you feel like you have stuff out there, it's mostly the salmon traps you think about; you usually have time to remove the movable gear if you know bad weather is coming; 4","4","Heatwave in the summer season","hws","stress",1,1,5,0.75,0
NA,NA,NA,21,"c",1,NA,NA,NA,7,"I never think about it, 1","1","Severe icing (in the winter season)","ici","stress",1,1,5,0,0
NA,NA,NA,0,NA,NA,NA,NA,NA,7,"coastal",NA,NA,NA,"fishing_style",NA,NA,NA,NA,NA
NA,NA,NA,11,NA,NA,"1000","50000","sek_unit",7,"You know about nets, that's minor damage, but salmon traps cost more to repair because they're special equipment; a few thousand for nets, but salmon traps can cost tens of thousands to repair. Yes, on the boat, it's probably if you drive in bad weather, and there is greater damage to the propeller and gearbox on smaller boats, and on large boats it's also the propeller, then it's tens of thousands of kronor.",NA,NA,NA,"minor_damage_cost",2,NA,NA,NA,NA
NA,NA,NA,12,NA,NA,"50000","100000","sek_unit",7,"see 11",NA,NA,NA,"major_damage_cost",2,NA,NA,NA,NA
NA,NA,"not_specified",16,NA,1,NA,NA,NA,7,"I have mobile gear (perch can move distance =1), herring =1 (somewhat limited by boat), but I cannot choose the location for fixed gear (= 0)","M",NA,NA,"gear characteristics",2,0,2,0.5,0.25
NA,NA,"salmon",16,NA,0,NA,NA,NA,7,"I have mobile gear (perch can move distance =1), herring =1 (somewhat limited by boat), but I cannot choose the location for fixed gear (= 0)","M",NA,NA,"gear characteristics",2,0,2,0,0.25
NA,NA,NA,17,NA,0,NA,NA,NA,7,"Extremely, there are other places to go ashore; fixed with the salmon because then you have to report the landing port before you unload them (and when you unload); for the herring, I have the shaking machine in the boathouse, so it is difficult to find out the catch elsewhere, but I can go to an emergency port, i.e. =0","0",NA,NA,"infrastructure",2,0,2,0,0.25
NA,NA,NA,18,NA,1,NA,NA,NA,7,"yes, in a limited area; the license determines where you can fish; we have quotas and fixed gear in fixed locations for salmon, but with mobile gear you can move around in the local area at least; =1","1",NA,NA,"management_space",2,0,2,0.5,0.25
NA,NA,NA,19,NA,999,NA,NA,NA,7,"There isn't much else to fish for; we catch other fish species, but in much smaller quantities, such as pike and pikeperch; salmon is subject to quotas; herring too, but we don't fill the coastal quota, and haven't done so for several years.",NA,NA,NA,"management_species",2,0,2,NA,NA
NA,NA,NA,23,NA,3,NA,NA,NA,7,"a little; 3","3",NA,NA,"job_mobility",4,1,5,0.5,0.75
NA,NA,NA,24,NA,4,NA,NA,NA,7,"I try to develop fishing so that it is as easy as possible to do certain things, and I try a little bit to find new ways to sell. =4","4",NA,NA,"entrepeneurship",4,1,5,0.75,0.75
NA,NA,NA,25,NA,2,NA,NA,NA,7,"It probably depends on how much money and what for. You need to have good ideas. So, to buy a salmon trap? It's a bit uncertain because salmon stocks are low at the moment. A filleting machine? It's probably not entirely impossible.",NA,NA,NA,"credit",4,1,5,0.25,0.75
NA,NA,NA,27,NA,5,NA,NA,NA,7,"I've given up. I wish it could continue, but it's so difficult, there are so many problems, with the authorities, among other things. Yes, I think it's important. I'm interested, but the financial aspect is difficult for a new start. =5","5",NA,NA,"knowledge_transmission",3,1,5,1,0.5
NA,NA,NA,28,NA,5,NA,NA,NA,7,"They get fresh fish nearby; quite a few people shop there, people come to his home to buy fish, and not just when he's at the market; =5","5",NA,NA,"benefit_local_community",3,1,5,1,0.5
NA,NA,NA,29,NA,4,NA,NA,NA,7,"No, there are so few who fish. Do you share experiences? Yes, we benefit from each other, in the past they couldn't talk to each other. Sometimes it was a matter of life and death, you've heard about that, it was when there were several in each village, but now there are so few of us that it's easy to get along. =4","4",NA,NA,"benefit_personal_community",3,1,5,0.75,0.5
NA,NA,NA,30,NA,5,NA,NA,NA,7,"5, that's what I do.","5",NA,NA,"traditional_food",3,1,5,1,0.5
NA,NA,NA,32,NA,5,NA,NA,NA,7,"yes, it is quite important, it is very important =5","5",NA,NA,"outdoor_benefit",2,1,5,1,0.25
NA,NA,NA,33,NA,4.5,NA,NA,NA,7,"quite a lot (=4 or 5? [He doesn't use any superlatives!])","4.5",NA,NA,"identity",2,1,5,0.88,0.25
NA,NA,NA,34,NA,4,NA,NA,NA,7,"yes, but I usually go to the same place, and stupidly enough, I don't try out many different places; some places are special to visit =4? ","4",NA,NA,"sense_of_home",2,1,5,0.75,0.25
NA,NA,NA,36,NA,NA,NA," 200"," days",7,"around 200 days",NA,NA,NA,"fdays",5,NA,NA,NA,NA
NA,NA,NA,37,NA,NA," 1000"," 50000"," sek_day",7,"It depends on processing, fishing, and smoking; it varies at different times of the year. Spring and early summer are quite intense, then it slows down.
You don't get your money back for surströmming until you've sold the cans
Varies from SEK 10,000-50,000/day, depending on the catch and salmon and such; then it is processed
If you get 100 salmon in a trap in one day, that's worth quite a lot just raw, then you smoke it and save it, so you can spread it out over the year",NA,NA,NA,"income",5,NA,NA,NA,NA
NA,NA,NA,38,NA,NA," 10000"," 35000"," sek_season",7,"Nets require quite a lot of work, and salmon traps in the spring; say SEK 10,000-35,000/year. And in terms of time? About 30 days, depending on whether you encounter breakdowns and such.",NA,NA,NA,"season_maint",5,NA,NA,NA,NA
NA,NA,NA,39,NA,NA,"5"," 50"," liter_trip",7,"30-50 liters of diesel for herring; if fishing for perch, the costs are not so high because it is quite close, then 4-5 liters of gasoline (because it is a small boat).",NA,NA,NA,"fuel_trip",5,NA,NA,NA,NA
NA,NA,NA,40,NA,NA,"50","100"," liter_trip",7,"100L of diesel for herring",NA,NA,NA,"extra_fuel",5,NA,NA,NA,NA
NA,NA,NA,41,NA,NA,"60000"," 100000"," sek_year",7,"has one specifically for herring fishing; he does not fish that many days; costs SEK 60,000-100,000/year",NA,NA,NA,"extra_crew",5,NA,NA,NA,NA
NA,NA,NA,42,NA,NA,"20",NA,"hours",7,"Rinses the salmon traps, takes a few hours in both spring and fall, approx. 20 hours; extra work if there is algae blooms; sometimes there is growth and sometimes there is moss floating around, which is difficult to rinse off, so it has to lie there and rot first; it grows on what is on the beaches and if it is windy, it comes loose and gets stuck in the trap",NA,NA,NA,"extra_cleaning_cost",5,NA,NA,NA,NA
NA,NA,NA,43,NA,NA,NA,NA,"not_reported",7,"No, it's usually repairs if there is any damage, etc",NA,NA,NA,"exytra_other",NA,NA,NA,NA,NA
NA,NA,NA,45,NA,-999,NA,NA,NA,7,"I don't have much experience with it yet, but what we've seen is milder winters and more wind; things have changed, but we don't know what the cause is.",NA,NA,NA,"addition",NA,NA,NA,NA,NA
NA,NA,NA,46,NA,3,NA,NA,NA,7,"If it comes on the wrong day of the week, an entire week could be ruined as I always sell fish on Fridays. So if Tuesdays and Wednesdays are lost during a week, it is not certain that it will be possible to get that week back.","3",NA,NA,"substitution_capacity",1,1,5,0.5,0
